Z_DIM = 512

Image size: 4
  Epochs: 10
    Avg Loss Critic:  -0.00191712
    Avg Loss Gen:     0.00240630
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 8
  Epochs: 10
    Avg Loss Critic:  -0.00011404
    Avg Loss Gen:     -0.00084658
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 16
  Epochs: 15
    Avg Loss Critic:  -0.00024053
    Avg Loss Gen:     -0.00106122
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 32
  Epochs: 20
    Avg Loss Critic:  -0.00047429
    Avg Loss Gen:     0.00088971
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 64
  Epochs: 20
    Avg Loss Critic:  0.00032428
    Avg Loss Gen:     0.00001059
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 128
  Epochs: 40
	[Epoch 54/60] Loss Critic: -1.1783 | Loss Gen: 4.1534 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 55/60] Loss Critic: -1.1225 | Loss Gen: 3.8762 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 56/60] Loss Critic: -1.2747 | Loss Gen: 4.1481 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 57/60] Loss Critic: -1.1259 | Loss Gen: 3.9176 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 58/60] Loss Critic: -1.0989 | Loss Gen: 3.9567 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 59/60] Loss Critic: -1.1865 | Loss Gen: 4.1754 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 60/60] Loss Critic: -1.2721 | Loss Gen: 4.1151 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20

================================================================================
[2025-05-18 04:07:42] Summary for image size 256x256 (60 epochs)
→ Avg Loss Critic: -0.1899
→ Avg Loss Gen:    0.6644
→ LR Critic:       3.00e-04
→ LR Gen:          1.00e-04
→ GP λ:            20
================================================================================

Image size: 512
	Epocas 80
	[Epoch 1/80] Loss Critic: -4.7523 | Loss Gen: 12.4324 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
